Path,Purpose,Status,Created,Last Modified,Last Modified By,Size,Imported By,Imports,Has ML Patterns,Touches Kernel,Touches L5,Production Deploy Artifact
arcloom/scripts/arcloom-wifi.service,ArcLoom build script: arcloom-wifi.service,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,14 lines,arcloom/scripts/wifi_autostart.sh,,NO,NO,NO,NO
arcloom/scripts/create_block_design.tcl,ArcLoom build script: create_block_design.tcl,ACTIVE-PROD,2026-04-22,2026-05-26,Codex,312 lines,arcloom/docs/PYNQ_DEPLOYMENT_LESSONS.md,,NO,NO,NO,NO
arcloom/scripts/create_project.tcl,ArcLoom build script: create_project.tcl,ACTIVE-PROD,2026-04-22,2026-04-22,Codex,72 lines,arcloom/scripts/create_block_design.tcl,,NO,NO,NO,NO
arcloom/scripts/hw_derive_local.py,Hardware Weight Derivation — Local (PYNQ) Version,ACTIVE-PROD,2026-05-12,2026-05-12,Codex,271 lines,,numpy; tools,NO,NO,NO,NO
arcloom/scripts/wifi_autostart.sh,ArcLoom build script: wifi_autostart.sh,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,100 lines,,,NO,NO,NO,NO
arcloom/sim/make_test_images.py,Generate realistic test images for vision simulation.,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,222 lines,,PIL; numpy,NO,NO,NO,NO
arcloom/sim/test_images/blue_ball.png,ArcLoom file: blue_ball.png,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,20477 bytes,arcloom/sim/make_test_images.py,,NO,NO,NO,NO
arcloom/sim/test_images/green_book.png,ArcLoom file: green_book.png,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,22298 bytes,arcloom/sim/make_test_images.py,,NO,NO,NO,NO
arcloom/sim/test_images/red_cup.png,ArcLoom file: red_cup.png,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,19990 bytes,arcloom/sim/make_test_images.py; arcloom/sim/vision_sim_v5.py; arcloom/sim/vision_sim_v6.py; arcloom/sim/vision_sim_v7.py,,NO,NO,NO,NO
arcloom/sim/test_images/teddy_bear.png,ArcLoom file: teddy_bear.png,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,30828 bytes,arcloom/sim/make_test_images.py,,NO,NO,NO,NO
arcloom/sim/test_images/white_bunny.png,ArcLoom file: white_bunny.png,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,24973 bytes,arcloom/sim/make_test_images.py; arcloom/sim/vision_sim_v7.py,,NO,NO,NO,NO
arcloom/sim/vision_sim.py,ArcLoom Vision Simulation — Mosaic Field Recognition,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,865 lines,,camera; numpy,NO,NO,NO,NO
arcloom/sim/vision_sim_v2.py,ArcLoom Vision Simulation v2 — Structural Field Recognition,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,819 lines,,numpy,NO,NO,NO,NO
arcloom/sim/vision_sim_v3.py,ArcLoom Vision v3 — Let the Kernel Do Its Job,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,652 lines,,numpy,NO,NO,NO,NO
arcloom/sim/vision_sim_v4.py,ArcLoom Vision v4 — Scanline Mosaics of Mosaics,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,616 lines,,numpy; top,NO,NO,NO,NO
arcloom/sim/vision_sim_v5.py,ArcLoom Vision v5 — Temporal Visual Field Recognition,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,583 lines,,numpy,NO,NO,NO,NO
arcloom/sim/vision_sim_v6.py,ArcLoom Vision v6 — Raw Pixel Temporal Streams,ACTIVE-PROD,2026-04-27,2026-04-27,Codex,465 lines,,numpy,NO,NO,NO,NO
arcloom/sim/vision_sim_v7.py,"ArcLoom Vision v7 — Raw Pixels In, DSF Out, Krimelack Commits",ACTIVE-PROD,2026-04-27,2026-04-27,Codex,423 lines,,numpy,NO,NO,NO,NO
arcloom_hdl.zip,File: arcloom_hdl.zip,UNKNOWN,2026-04-23,2026-05-26,Codex,57348 bytes,arcloom/docs/PYNQ_DEPLOYMENT_LESSONS.md,,NO,NO,NO,NO
artifacts/publications/Cooperpairs1-s2.0-S0167577X19318087-mainext.pdf,Build/analysis artifact: Cooperpairs1-s2.0-S0167577X19318087-mainext.pdf,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,1001287 bytes,,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_05023d9f3eee58bdbae46651/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_604cac65956ba6174874aa10/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_6260dfa8b2ff8e6ee5665d0a/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_6be747d3f22518052431ab0c/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_726246f1dcdfd8d57f795c78/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_73fb9006669ac263117c1c52/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_776f3ab12854fb4e9e5427cb/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_94aeaea07cf9b36c9e7322cf/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_9c3ffa3d4a70cae3dcd26e67/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_b1ccd2fdaef77115c5ff15ca/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_bcc7a506802919aee952633f/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_d752a02143d95c8c6b457e81/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_e8e8f02a402f274232681a2e/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/publications/publication_bundle_v1_ee2de1733f4dd565fa9ae0fb/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,17 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/runs/0f80f8a4-8645-4c12-8a85-ffe80c3b984d/step1/assessment_report.json,Build/analysis artifact: assessment_report.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,24 lines,TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md; artifacts/publications/publication_bundle_v1_05023d9f3eee58bdbae46651/manifest.json; artifacts/publications/publication_bundle_v1_604cac65956ba6174874aa10/manifest.json; artifacts/publications/publication_bundle_v1_6260dfa8b2ff8e6ee5665d0a/manifest.json; artifacts/publications/publication_bundle_v1_6be747d3f22518052431ab0c/manifest.json; artifacts/publications/publication_bundle_v1_726246f1dcdfd8d57f795c78/manifest.json; artifacts/publications/publication_bundle_v1_73fb9006669ac263117c1c52/manifest.json; artifacts/publications/publication_bundle_v1_776f3ab12854fb4e9e5427cb/manifest.json; artifacts/publications/publication_bundle_v1_94aeaea07cf9b36c9e7322cf/manifest.json; artifacts/publications/publication_bundle_v1_9c3ffa3d4a70cae3dcd26e67/manifest.json,,NO,NO,NO,NO
artifacts/runs/0f80f8a4-8645-4c12-8a85-ffe80c3b984d/step1/candidate_bundle/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,34 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/runs/0f80f8a4-8645-4c12-8a85-ffe80c3b984d/step1/followup_ticket.json,Build/analysis artifact: followup_ticket.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,12 lines,corpora/production_shell_control_corpus_v1.md; data/cache/tfe-kill-run-bdbbc932-d92e-471c-92fe-af909a996e00.json; tools/verify_phase_e_admin_refresh_source_package_resolution.py; tools/verify_phase_e_orchestrator_package_contract.py; tools/verify_step1_cutover_readonly.py; web/src/lib/step1/followup-ticket.ts; web/src/lib/step1/schema.ts,,NO,NO,NO,NO
artifacts/runs/0f80f8a4-8645-4c12-8a85-ffe80c3b984d/step1/request.json,Build/analysis artifact: request.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,19 lines,$AUDIT_DIR/credential-attempts.json; $AUDIT_DIR/credential-selected.json; AGENTS.md; Archieve_2/ARC_uf_engine_aws_service.py; Build a Temporal Memory Policy Layer.txt; DB_NATIVE_MIGRATION_CONTRACT.md; INGESTION_LAYER_DB_SCHEMA_extracted.txt; L5_CURRENT_SYSTEM_FULL_SPEC.md; L5_CURRENT_SYSTEM_FULL_SPEC.tex; LOAD_DIRECTIVE_NEXT_CHAT.md,,NO,NO,NO,NO
artifacts/runs/faacf806-eda2-4ee9-adde-8a7e64f03da1/step1/request.json,Build/analysis artifact: request.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,19 lines,$AUDIT_DIR/credential-attempts.json; $AUDIT_DIR/credential-selected.json; AGENTS.md; Archieve_2/ARC_uf_engine_aws_service.py; Build a Temporal Memory Policy Layer.txt; DB_NATIVE_MIGRATION_CONTRACT.md; INGESTION_LAYER_DB_SCHEMA_extracted.txt; L5_CURRENT_SYSTEM_FULL_SPEC.md; L5_CURRENT_SYSTEM_FULL_SPEC.tex; LOAD_DIRECTIVE_NEXT_CHAT.md,,NO,NO,NO,NO
artifacts/runs/phase-c-contract-proof-20260316t013747z/step1/assessment_report.json,Build/analysis artifact: assessment_report.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,24 lines,TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md; artifacts/publications/publication_bundle_v1_05023d9f3eee58bdbae46651/manifest.json; artifacts/publications/publication_bundle_v1_604cac65956ba6174874aa10/manifest.json; artifacts/publications/publication_bundle_v1_6260dfa8b2ff8e6ee5665d0a/manifest.json; artifacts/publications/publication_bundle_v1_6be747d3f22518052431ab0c/manifest.json; artifacts/publications/publication_bundle_v1_726246f1dcdfd8d57f795c78/manifest.json; artifacts/publications/publication_bundle_v1_73fb9006669ac263117c1c52/manifest.json; artifacts/publications/publication_bundle_v1_776f3ab12854fb4e9e5427cb/manifest.json; artifacts/publications/publication_bundle_v1_94aeaea07cf9b36c9e7322cf/manifest.json; artifacts/publications/publication_bundle_v1_9c3ffa3d4a70cae3dcd26e67/manifest.json,,NO,NO,NO,NO
artifacts/runs/phase-c-contract-proof-20260316t013747z/step1/candidate_bundle/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,34 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/runs/phase-c-contract-proof-20260316t013747z/step1/followup_ticket.json,Build/analysis artifact: followup_ticket.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,12 lines,corpora/production_shell_control_corpus_v1.md; data/cache/tfe-kill-run-bdbbc932-d92e-471c-92fe-af909a996e00.json; tools/verify_phase_e_admin_refresh_source_package_resolution.py; tools/verify_phase_e_orchestrator_package_contract.py; tools/verify_step1_cutover_readonly.py; web/src/lib/step1/followup-ticket.ts; web/src/lib/step1/schema.ts,,NO,NO,NO,NO
artifacts/runs/phase-c-contract-proof-20260316t013747z/step1/request.json,Build/analysis artifact: request.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,19 lines,$AUDIT_DIR/credential-attempts.json; $AUDIT_DIR/credential-selected.json; AGENTS.md; Archieve_2/ARC_uf_engine_aws_service.py; Build a Temporal Memory Policy Layer.txt; DB_NATIVE_MIGRATION_CONTRACT.md; INGESTION_LAYER_DB_SCHEMA_extracted.txt; L5_CURRENT_SYSTEM_FULL_SPEC.md; L5_CURRENT_SYSTEM_FULL_SPEC.tex; LOAD_DIRECTIVE_NEXT_CHAT.md,,NO,NO,NO,NO
artifacts/runs/phase-c-contract-proof-20260316t013822z/step1/assessment_report.json,Build/analysis artifact: assessment_report.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,24 lines,TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md; artifacts/publications/publication_bundle_v1_05023d9f3eee58bdbae46651/manifest.json; artifacts/publications/publication_bundle_v1_604cac65956ba6174874aa10/manifest.json; artifacts/publications/publication_bundle_v1_6260dfa8b2ff8e6ee5665d0a/manifest.json; artifacts/publications/publication_bundle_v1_6be747d3f22518052431ab0c/manifest.json; artifacts/publications/publication_bundle_v1_726246f1dcdfd8d57f795c78/manifest.json; artifacts/publications/publication_bundle_v1_73fb9006669ac263117c1c52/manifest.json; artifacts/publications/publication_bundle_v1_776f3ab12854fb4e9e5427cb/manifest.json; artifacts/publications/publication_bundle_v1_94aeaea07cf9b36c9e7322cf/manifest.json; artifacts/publications/publication_bundle_v1_9c3ffa3d4a70cae3dcd26e67/manifest.json,,NO,NO,NO,NO
artifacts/runs/phase-c-contract-proof-20260316t013822z/step1/candidate_bundle/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,34 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/runs/phase-c-contract-proof-20260316t013822z/step1/followup_ticket.json,Build/analysis artifact: followup_ticket.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,12 lines,corpora/production_shell_control_corpus_v1.md; data/cache/tfe-kill-run-bdbbc932-d92e-471c-92fe-af909a996e00.json; tools/verify_phase_e_admin_refresh_source_package_resolution.py; tools/verify_phase_e_orchestrator_package_contract.py; tools/verify_step1_cutover_readonly.py; web/src/lib/step1/followup-ticket.ts; web/src/lib/step1/schema.ts,,NO,NO,NO,NO
artifacts/runs/phase-c-contract-proof-20260316t013822z/step1/request.json,Build/analysis artifact: request.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,19 lines,$AUDIT_DIR/credential-attempts.json; $AUDIT_DIR/credential-selected.json; AGENTS.md; Archieve_2/ARC_uf_engine_aws_service.py; Build a Temporal Memory Policy Layer.txt; DB_NATIVE_MIGRATION_CONTRACT.md; INGESTION_LAYER_DB_SCHEMA_extracted.txt; L5_CURRENT_SYSTEM_FULL_SPEC.md; L5_CURRENT_SYSTEM_FULL_SPEC.tex; LOAD_DIRECTIVE_NEXT_CHAT.md,,NO,NO,NO,NO
artifacts/runs/phase-c-runtime-proof-20260316t014959z/step1/assessment_report.json,Build/analysis artifact: assessment_report.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,24 lines,TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md; artifacts/publications/publication_bundle_v1_05023d9f3eee58bdbae46651/manifest.json; artifacts/publications/publication_bundle_v1_604cac65956ba6174874aa10/manifest.json; artifacts/publications/publication_bundle_v1_6260dfa8b2ff8e6ee5665d0a/manifest.json; artifacts/publications/publication_bundle_v1_6be747d3f22518052431ab0c/manifest.json; artifacts/publications/publication_bundle_v1_726246f1dcdfd8d57f795c78/manifest.json; artifacts/publications/publication_bundle_v1_73fb9006669ac263117c1c52/manifest.json; artifacts/publications/publication_bundle_v1_776f3ab12854fb4e9e5427cb/manifest.json; artifacts/publications/publication_bundle_v1_94aeaea07cf9b36c9e7322cf/manifest.json; artifacts/publications/publication_bundle_v1_9c3ffa3d4a70cae3dcd26e67/manifest.json,,NO,NO,NO,NO
artifacts/runs/phase-c-runtime-proof-20260316t014959z/step1/candidate_bundle/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,34 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
artifacts/runs/phase-c-runtime-proof-20260316t014959z/step1/followup_ticket.json,Build/analysis artifact: followup_ticket.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,12 lines,corpora/production_shell_control_corpus_v1.md; data/cache/tfe-kill-run-bdbbc932-d92e-471c-92fe-af909a996e00.json; tools/verify_phase_e_admin_refresh_source_package_resolution.py; tools/verify_phase_e_orchestrator_package_contract.py; tools/verify_step1_cutover_readonly.py; web/src/lib/step1/followup-ticket.ts; web/src/lib/step1/schema.ts,,NO,NO,NO,NO
artifacts/runs/phase-c-runtime-proof-20260316t014959z/step1/request.json,Build/analysis artifact: request.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,19 lines,$AUDIT_DIR/credential-attempts.json; $AUDIT_DIR/credential-selected.json; AGENTS.md; Archieve_2/ARC_uf_engine_aws_service.py; Build a Temporal Memory Policy Layer.txt; DB_NATIVE_MIGRATION_CONTRACT.md; INGESTION_LAYER_DB_SCHEMA_extracted.txt; L5_CURRENT_SYSTEM_FULL_SPEC.md; L5_CURRENT_SYSTEM_FULL_SPEC.tex; LOAD_DIRECTIVE_NEXT_CHAT.md,,NO,NO,NO,NO
artifacts/runs/phase-c-runtime-proof-repair-20260316t021230z/step1/assessment_report.json,Build/analysis artifact: assessment_report.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,24 lines,TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md; artifacts/publications/publication_bundle_v1_05023d9f3eee58bdbae46651/manifest.json; artifacts/publications/publication_bundle_v1_604cac65956ba6174874aa10/manifest.json; artifacts/publications/publication_bundle_v1_6260dfa8b2ff8e6ee5665d0a/manifest.json; artifacts/publications/publication_bundle_v1_6be747d3f22518052431ab0c/manifest.json; artifacts/publications/publication_bundle_v1_726246f1dcdfd8d57f795c78/manifest.json; artifacts/publications/publication_bundle_v1_73fb9006669ac263117c1c52/manifest.json; artifacts/publications/publication_bundle_v1_776f3ab12854fb4e9e5427cb/manifest.json; artifacts/publications/publication_bundle_v1_94aeaea07cf9b36c9e7322cf/manifest.json; artifacts/publications/publication_bundle_v1_9c3ffa3d4a70cae3dcd26e67/manifest.json,,NO,NO,NO,NO
artifacts/runs/phase-c-runtime-proof-repair-20260316t021230z/step1/candidate_bundle/manifest.json,Build/analysis artifact: manifest.json,SUPPORT-TOOL,2026-04-22,2026-04-22,Codex,34 lines,AWS_RUNBOOK.md; Build a Temporal Memory Policy Layer.txt; PROJECT_REALIGNMENT_PROTOCOL.md; TFE_5_3_Implementation_Plan_v1_1.md; TFE_5_3_Implementation_Plan_v2_0.md; TFE_5_3_Implementation_Plan_v2_2 (1).md; TFE_5_3_Implementation_Plan_v2_2.md; TFE_5_3_Implementation_Plan_v2_3.md; TFE_5_3_Implementation_Plan_v2_4.md; TFE_REARCHITECTURE_MASTER_PLAN_v2_7.md,,NO,NO,NO,NO
